['-0.0000520622', '-0.0000192643', '0.3073238706', '0.9999999811', '-0.0001267419', '0.0001476147', '0.0000000719', '-0.0010795159', '0.0244449763', '-0.0567544417', '0.0017296087', '0.0244450237', '-0.0567545404', '-0.0007834898', '0.0244449105', '-0.0567560284', '0.0014337988', '0.0244449583', '-0.0567561277']
['5.4325486090', '-0.0233441314', '0.1854172837', '0.9950480038', '-0.0722057853', '-0.0292210980', '-0.0617407657', '-0.4065324407', '0.9983213630', '-1.6575730403', '0.2652775876', '-0.4077482945', '-1.4837772828', '-0.1949861621', '1.6402816097', '-1.7619713578', '0.6900929484', '1.1022090599', '-1.9449868955']
['5.4370274647', '-0.0239376184', '0.1857398744', '0.9952243381', '-0.0721496784', '-0.0273402951', '-0.0597950580', '-0.4097980836', '1.0127222941', '-1.6542793076', '0.2595083958', '-0.4068239414', '-1.4842558803', '-0.1935037236', '1.6297352331', '-1.7771379570', '0.6919910680', '1.1094667610', '-1.9361567344']
['5.4415313870', '-0.0245350453', '0.1860686627', '0.9953975682', '-0.0720959471', '-0.0254033183', '-0.0577972933', '-0.4128653294', '1.0267390032', '-1.6501896356', '0.2542827916', '-0.4057970203', '-1.4845719661', '-0.1920652690', '1.6193490638', '-1.7908292434', '0.6938036039', '1.1160134086', '-1.9265016242']
['5.4460627984', '-0.0251349178', '0.1864005812', '0.9955670127', '-0.0720424059', '-0.0234069107', '-0.0557524117', '-0.4157397016', '1.0403691503', '-1.6453304089', '0.2496596474', '-0.4046824870', '-1.4847600700', '-0.1906805033', '1.6092817136', '-1.8029144205', '0.6955277532', '1.1218728225', '-1.9160647597']
['5.4506240155', '-0.0257356168', '0.1867324192', '0.9957318825', '-0.0719877244', '-0.0213478459', '-0.0536661448', '-0.4184291429', '1.0536139539', '-1.6397380154', '0.2456803238', '-0.4034921462', '-1.4848802778', '-0.1893565399', '1.5996866724', '-1.8133273747', '0.6971604175', '1.1270724350', '-1.9048896846']
['5.4552171393', '-0.0263354200', '0.1870608613', '0.9958913210', '-0.0719310160', '-0.0192231900', '-0.0515448801', '-0.4209423561', '1.0664756832', '-1.6334519036', '0.2423713176', '-0.4022463201', '-1.4849640214', '-0.1880992706', '1.5907065939', '-1.8220574530', '0.6986973408', '1.1316423724', '-1.8930192751']
['5.4598327212', '-0.0269431624', '0.1872902936', '0.9960384013', '-0.0719248023', '-0.0170849864', '-0.0494209397', '-0.4168561022', '1.0749347420', '-1.6158487720', '0.2400832096', '-0.4009877792', '-1.4850302135', '-0.1872256966', '1.5826969000', '-1.8292526275', '0.6928440933', '1.1356440156', '-1.8661658355']
['5.4644882062', '-0.0275409014', '0.1875233155', '0.9961803490', '-0.0718873354', '-0.0148564145', '-0.0472885850', '-0.4163673683', '1.0855920447', '-1.6040568555', '0.2383861884', '-0.3997257028', '-1.4850857701', '-0.1863632546', '1.5754483507', '-1.8348303800', '0.6912381628', '1.1396742287', '-1.8470668231']
['5.4691829451', '-0.0281286393', '0.1877499204', '0.9963154934', '-0.0718328698', '-0.0125397483', '-0.0451467730', '-0.4176390128', '1.0973357287', '-1.5951060210', '0.2372958625', '-0.3984987003', '-1.4851350770', '-0.1855221260', '1.5690756271', '-1.8389040856', '0.6917601691', '1.1436262391', '-1.8317195093']
['5.4739171204', '-0.0287055174', '0.1879629405', '0.9964424608', '-0.0717679212', '-0.0101364812', '-0.0430004598', '-0.4197081874', '1.1094740878', '-1.5873332035', '0.2367644067', '-0.3973389155', '-1.4851811706', '-0.1847161765', '1.5636578863', '-1.8416047777', '0.6932550019', '1.1473344807', '-1.8179728472']
['5.4786912227', '-0.0292693784', '0.1881580790', '0.9965602195', '-0.0716946917', '-0.0076520689', '-0.0408539595', '-0.4220772579', '1.1215884223', '-1.5798054083', '0.2365185930', '-0.3962908535', '-1.4852274172', '-0.1839621133', '1.5592518618', '-1.8430739230', '0.6951006967', '1.1506682356', '-1.8046893207']
['5.4835053322', '-0.0298184125', '0.1883305415', '0.9966677076', '-0.0716148175', '-0.0050876523', '-0.0387158146', '-0.4244919256', '1.1334360984', '-1.5720402451', '0.2364352382', '-0.3953804864', '-1.4852748348', '-0.1832519420', '1.5559427075', '-1.8437713961', '0.6969647934', '1.1535527559', '-1.7912896537']
['5.4883360405', '-0.0303287981', '0.1885685870', '0.9967855336', '-0.0712385153', '-0.0024213443', '-0.0365760998', '-0.4276317407', '1.1442333002', '-1.5631061452', '0.2344037291', '-0.3902735079', '-1.4853687266', '-0.1818416727', '1.5516014810', '-1.8516945950', '0.6978317912', '1.1553361614', '-1.7769377347']
['5.4930390815', '-0.0309652247', '0.1892753981', '0.9970046751', '-0.0690686462', '-0.0009505038', '-0.0347893146', '-0.4325882126', '1.1539581271', '-1.5518464322', '0.2334385491', '-0.3812053120', '-1.4824281435', '-0.1823270566', '1.5479659850', '-1.8660143963', '0.6947757479', '1.1575041777', '-1.7610011551']
['5.4976840056', '-0.0316614864', '0.1902668307', '0.9972665788', '-0.0659995695', '-0.0000712011', '-0.0332178039', '-0.4382723324', '1.1626315585', '-1.5388266804', '0.2320995155', '-0.3696144995', '-1.4780219004', '-0.1829871746', '1.5438219993', '-1.8850564734', '0.6895136066', '1.1595184017', '-1.7437754625']
['5.5023089569', '-0.0323831315', '0.1914434938', '0.9975396843', '-0.0624792813', '0.0005207095', '-0.0317906686', '-0.4441428603', '1.1703182612', '-1.5244047784', '0.2296935688', '-0.3558461763', '-1.4732061566', '-0.1832975387', '1.5384807530', '-1.9073720001', '0.6829358501', '1.1611330789', '-1.7254442326']
['5.5069369668', '-0.0331077045', '0.1927371072', '0.9978041560', '-0.0588041537', '0.0010198040', '-0.0304614149', '-0.4498394479', '1.1770816671', '-1.5088495189', '0.2260224678', '-0.3402243612', '-1.4685652775', '-0.1830004633', '1.5315398027', '-1.9317110236', '0.6756549436', '1.1622010915', '-1.7061572619']
['5.5115830649', '-0.0338181244', '0.1940968195', '0.9980471554', '-0.0551946513', '0.0015498246', '-0.0292065776', '-0.4550826251', '1.1829714866', '-1.4923589313', '0.2212618733', '-0.3229763379', '-1.4644184669', '-0.1818375577', '1.5228374679', '-1.9570241748', '0.6681277993', '1.1627027811', '-1.6860894521']
['5.5162479022', '-0.0345154420', '0.1954098294', '0.9982925887', '-0.0512117058', '0.0023035866', '-0.0279993211', '-0.4544690879', '1.1812760415', '-1.4670241836', '0.2153056725', '-0.3039804545', '-1.4611388918', '-0.1806025380', '1.5124778401', '-1.9826096619', '0.6594518537', '1.1623011611', '-1.6652252674']
['5.5209473276', '-0.0351748993', '0.1967253773', '0.9984936537', '-0.0477500019', '0.0032623541', '-0.0268275591', '-0.4565151189', '1.1829496879', '-1.4462212311', '0.2094411810', '-0.2837155533', '-1.4585222982', '-0.1779359051', '1.5003549305', '-2.0074786138', '0.6514950558', '1.1612667676', '-1.6438295733']
['5.5256690346', '-0.0357999898', '0.1980055447', '0.9986368956', '-0.0452438862', '0.0043278596', '-0.0256634215', '-0.4584629769', '1.1860735941', '-1.4273502736', '0.2043478515', '-0.2626147170', '-1.4563222687', '-0.1736731060', '1.4868591355', '-2.0310469979', '0.6383286641', '1.1587838981', '-1.6145621786']
['5.5304233881', '-0.0363800538', '0.1992558745', '0.9987583232', '-0.0429772353', '0.0056006857', '-0.0245642288', '-0.4608760637', '1.1897075465', '-1.4095728427', '0.1990875041', '-0.2411196398', '-1.4543170033', '-0.1689137279', '1.4722447865', '-2.0529798202', '0.6292858157', '1.1567771714', '-1.5894242425']
['5.5351989742', '-0.0369486003', '0.2005257127', '0.9988664299', '-0.0407650417', '0.0068539116', '-0.0236027635', '-0.4634000016', '1.1932528455', '-1.3919207100', '0.1942618885', '-0.2204892482', '-1.4513945799', '-0.1642261590', '1.4571756832', '-2.0730260170', '0.6221098916', '1.1552885236', '-1.5662826344']
['5.5399926339', '-0.0375007225', '0.2017868575', '0.9989579355', '-0.0387127015', '0.0081398857', '-0.0227620750', '-0.4656350995', '1.1963891495', '-1.3740678528', '0.1899380075', '-0.2003387409', '-1.4480811304', '-0.1595392833', '1.4419048100', '-2.0909376399', '0.6159971849', '1.1539874067', '-1.5440405927']
['5.5448007041', '-0.0380324118', '0.2030166706', '0.9990316034', '-0.0368806752', '0.0094929354', '-0.0220353196', '-0.4673898223', '1.1989658626', '-1.3558943550', '0.1862104283', '-0.1804955364', '-1.4446857890', '-0.1548658725', '1.4267156441', '-2.1065750290', '0.6105392523', '1.1526719152', '-1.5221338034']
['5.5495641897', '-0.0385466393', '0.2042247992', '0.9990961180', '-0.0351198944', '0.0108142442', '-0.0213680180', '-0.4688969231', '1.2009201542', '-1.3372794660', '0.1842762660', '-0.1627124231', '-1.4537032542', '-0.1505748407', '1.4121028730', '-2.1199846929', '0.6053283882', '1.1511068072', '-1.5002954650']
['5.5542933540', '-0.0390332154', '0.2053829732', '0.9991511615', '-0.0334535698', '0.0121595417', '-0.0207354953', '-0.4701820719', '1.2022776824', '-1.3182619664', '0.1836122442', '-0.1466454452', '-1.4688832042', '-0.1466697132', '1.3982965577', '-2.1311521789', '0.6002333877', '1.1493111350', '-1.4785056855']
['5.5589931447', '-0.0394929220', '0.2064773866', '0.9991953727', '-0.0319207135', '0.0135465006', '-0.0201535984', '-0.4711850741', '1.2030732798', '-1.2989316048', '0.1838790084', '-0.1326215102', '-1.4865636423', '-0.1431456492', '1.3855077758', '-2.1401314253', '0.5951703070', '1.1476204828', '-1.4569540078']
['5.5636647977', '-0.0399301160', '0.2074946985', '0.9992288791', '-0.0305248781', '0.0149809104', '-0.0196329136', '-0.4719060018', '1.2034042155', '-1.2794371100', '0.1848907807', '-0.1208622636', '-1.5046724579', '-0.1400506689', '1.3739431093', '-2.1470412251', '0.5900557768', '1.1463100518', '-1.4358124618']
['5.5683068051', '-0.0403468135', '0.2084269249', '0.9992517954', '-0.0292706676', '0.0164655354', '-0.0191823778', '-0.4723589765', '1.2033204634', '-1.2598717401', '0.1865559515', '-0.1114903530', '-1.5220706697', '-0.1374054353', '1.3637586665', '-2.1520314710', '0.5848236751', '1.1456004104', '-1.4152287745']
['5.5729083771', '-0.0407476865', '0.2092574614', '0.9992726761', '-0.0279817658', '0.0179104874', '-0.0187177454', '-0.4661443670', '1.1981500479', '-1.2389647718', '0.1883122518', '-0.1045100272', '-1.5378834551', '-0.1355818975', '1.3553480511', '-2.1553592999', '0.5738634359', '1.1449539190', '-1.3936471238']
['5.5775022974', '-0.0411232370', '0.2099701877', '0.9992752008', '-0.0270178668', '0.0195080319', '-0.0183995797', '-0.4632106105', '1.1957142204', '-1.2196298110', '0.1900521577', '-0.0999470421', '-1.5473362174', '-0.1338898522', '1.3482617888', '-2.1570470804', '0.5660091685', '1.1453206830', '-1.3737269808']
['5.5820762823', '-0.0414528548', '0.2105860396', '0.9992908592', '-0.0250585917', '0.0213250979', '-0.0183053502', '-0.4656130421', '1.1945602927', '-1.2028945213', '0.1874744424', '-0.0870841919', '-1.5567536090', '-0.1343029380', '1.3355650235', '-2.1625954255', '0.5570376511', '1.1445700667', '-1.3551128292']
['5.5866258897', '-0.0417452025', '0.2110992016', '0.9993083769', '-0.0223204034', '0.0233772537', '-0.0183867200', '-0.4720488222', '1.1939188398', '-1.1886237112', '0.1812388684', '-0.0669706862', '-1.5653726892', '-0.1361492129', '1.3179630982', '-2.1714185829', '0.5465242778', '1.1432829161', '-1.3378612538']
['5.5911358961', '-0.0420175924', '0.2115310155', '0.9993263426', '-0.0188947774', '0.0253994671', '-0.0185665155', '-0.4816729462', '1.1933747008', '-1.1759960358', '0.1750158696', '-0.0472839887', '-1.5827949679', '-0.1392499542', '1.2966429392', '-2.1830021737', '0.5316583247', '1.1385363614', '-1.3229877356']
['5.5956037820', '-0.0422646094', '0.2118741702', '0.9993356779', '-0.0147624011', '0.0274677531', '-0.0188625811', '-0.4941456455', '1.1927126425', '-1.1649114458', '0.1682723956', '-0.0278666131', '-1.6047086610', '-0.1432638495', '1.2721687806', '-2.1967589998', '0.5167439268', '1.1359510278', '-1.3091492118']
['5.6000295806', '-0.0424953621', '0.2121254804', '0.9993256368', '-0.0101451521', '0.0295682486', '-0.0192630804', '-0.5087184836', '1.1917847568', '-1.1550709264', '0.1611464580', '-0.0086406666', '-1.6286278737', '-0.1476155098', '1.2452277570', '-2.2120875536', '0.5014330791', '1.1347026551', '-1.2966683439']
['5.6044203974', '-0.0427143533', '0.2122731613', '0.9992947288', '-0.0051505149', '0.0315285625', '-0.0197349179', '-0.5213781477', '1.1849357572', '-1.1482430827', '0.1534913313', '0.0106552070', '-1.6529372518', '-0.1521988824', '1.2168269535', '-2.2285013797', '0.4836167868', '1.1303976959', '-1.2871255402']
['5.6087690518', '-0.0429212904', '0.2123200179', '0.9992360132', '0.0003535315', '0.0334135730', '-0.0202681549', '-0.5322467513', '1.1727332332', '-1.1445460561', '0.1449475785', '0.0298107195', '-1.6768821668', '-0.1568992074', '1.1875251437', '-2.2455198576', '0.4670435273', '1.1286436974', '-1.2783142881']
['5.6130784377', '-0.0431334032', '0.2122772524', '0.9991446439', '0.0055870556', '0.0352478571', '-0.0208890890', '-0.5468273395', '1.1672546673', '-1.1401007774', '0.1373055151', '0.0489104820', '-1.7003777956', '-0.1603920273', '1.1576777086', '-2.2624742399', '0.4495031431', '1.1239492808', '-1.2725045024']
['5.6173365411', '-0.0433456274', '0.2121521713', '0.9990211417', '0.0107805311', '0.0370773731', '-0.0215825642', '-0.5634358777', '1.1652922185', '-1.1357863467', '0.1300142583', '0.0677842166', '-1.7231957489', '-0.1629156242', '1.1278616877', '-2.2790307862', '0.4346560965', '1.1224351489', '-1.2671153674']
['5.6215452337', '-0.0435681913', '0.2119388600', '0.9988757335', '0.0156701586', '0.0387638263', '-0.0223401176', '-0.5804851158', '1.1649562522', '-1.1314813436', '0.1235659907', '0.0867198250', '-1.7451821822', '-0.1643273652', '1.0988319663', '-2.2948570787', '0.4194180011', '1.1180775830', '-1.2645174349']
['5.6256914068', '-0.0438001594', '0.2116435223', '0.9987056647', '0.0204773316', '0.0403899588', '-0.0231586985', '-0.5977636425', '1.1653050162', '-1.1272605210', '0.1175293872', '0.1054944688', '-1.7663246325', '-0.1650052188', '1.0709623073', '-2.3096902854', '0.4072988019', '1.1171069931', '-1.2619971461']
['5.6297778160', '-0.0440514083', '0.2112594614', '0.9985233460', '0.0249724878', '0.0418284103', '-0.0240392701', '-0.6144969331', '1.1657984367', '-1.1228151916', '0.1123735506', '0.1243952032', '-1.7865597890', '-0.1651934494', '1.0448328537', '-2.3232677157', '0.3951229021', '1.1131314488', '-1.2613254832']
['5.6338123523', '-0.0443086627', '0.2107888526', '0.9983356303', '0.0293446748', '0.0429376385', '-0.0249242561', '-0.6264748017', '1.1608874575', '-1.1210173173', '0.1073660970', '0.1436252168', '-1.8057074221', '-0.1652758592', '1.0211442746', '-2.3355622079', '0.3829786376', '1.1064751145', '-1.2623433666']
['5.6377826276', '-0.0445704448', '0.2102394072', '0.9981299859', '0.0338842470', '0.0438463487', '-0.0258047799', '-0.6343460398', '1.1509728699', '-1.1218719717', '0.1019347499', '0.1628581103', '-1.8238526998', '-0.1653187535', '1.0000115392', '-2.3465124805', '0.3747583006', '1.1049816054', '-1.2625673290']
['5.6417178091', '-0.0448437949', '0.2095565970', '0.9979290074', '0.0376109717', '0.0448111415', '-0.0267408418', '-0.6447494789', '1.1479893306', '-1.1206714061', '0.0971570060', '0.1834045817', '-1.8300231886', '-0.1640770371', '0.9810771083', '-2.3557098502', '0.3672666749', '1.1004664906', '-1.2643422031']
['5.6455624150', '-0.0451453490', '0.2088220511', '0.9977210962', '0.0412265806', '0.0456532037', '-0.0277266688', '-0.6564919293', '1.1488285344', '-1.1185900299', '0.0937927399', '0.2031143281', '-1.8424094083', '-0.1626644238', '0.9647598482', '-2.3633192470', '0.3633463917', '1.1000057405', '-1.2651759854']
['5.6493240676', '-0.0454772538', '0.2080256435', '0.9975228989', '0.0444920324', '0.0462747824', '-0.0287605592', '-0.6680407684', '1.1515996569', '-1.1159164975', '0.0918797273', '0.2226408360', '-1.8576846707', '-0.1609797845', '0.9512827384', '-2.3693533245', '0.3594474957', '1.0965883277', '-1.2673019309']
['5.6530010219', '-0.0458355066', '0.2071654646', '0.9973361272', '0.0474611508', '0.0466708821', '-0.0298314811', '-0.6789589440', '1.1553090154', '-1.1127428651', '0.0909948568', '0.2420986465', '-1.8739860920', '-0.1591870959', '0.9406778037', '-2.3738881376', '0.3555299125', '1.0904120300', '-1.2705814432']
['5.6565807640', '-0.0462161968', '0.2062531446', '0.9971395181', '0.0504567954', '0.0470017352', '-0.0309472147', '-0.6895354381', '1.1595025751', '-1.1093716975', '0.0905720727', '0.2610787729', '-1.8902811427', '-0.1575424981', '0.9326607466', '-2.3770144467', '0.3550191826', '1.0893291072', '-1.2721582749']
['5.6600686222', '-0.0466237243', '0.2052819015', '0.9969541159', '0.0531929955', '0.0471454526', '-0.0320983232', '-0.6990982034', '1.1638926610', '-1.1056220371', '0.0910505342', '0.2798575526', '-1.9059894058', '-0.1558611547', '0.9273027230', '-2.3788139754', '0.3541806881', '1.0853249710', '-1.2747915973']
['5.6633760219', '-0.0470837952', '0.2039524226', '0.9967431849', '0.0564829277', '0.0466339187', '-0.0337339576', '-0.7237057237', '1.1779165007', '-1.1415238965', '0.0922032707', '0.3012525905', '-1.9215606112', '-0.1660008607', '0.9275901766', '-2.3906377409', '0.3657729954', '1.0763710799', '-1.3036143605']
['5.6665378745', '-0.0475518295', '0.2023204621', '0.9965006344', '0.0605291529', '0.0452485475', '-0.0357110105', '-0.7537585290', '1.1872361231', '-1.2154687416', '0.0929767399', '0.3251020631', '-1.9361413968', '-0.1871204984', '0.9331923328', '-2.4107880719', '0.3886185136', '1.0614081312', '-1.3532751099']
['5.6695733404', '-0.0480252920', '0.2004169758', '0.9962255776', '0.0651481647', '0.0429663841', '-0.0380026982', '-0.7878124134', '1.1888775829', '-1.3183245256', '0.0935211117', '0.3510612199', '-1.9493146994', '-0.2176778319', '0.9432172192', '-2.4373530132', '0.4217834638', '1.0391000347', '-1.4185183745']
['5.6725031917', '-0.0485020884', '0.1982663702', '0.9959146129', '0.0701846868', '0.0397556983', '-0.0405916014', '-0.8243336326', '1.1795044661', '-1.4415229898', '0.0938869769', '0.3788787598', '-1.9607584638', '-0.2562143357', '0.9567789204', '-2.4685068639', '0.4642444831', '1.0082079283', '-1.4944066769']
['5.6753761747', '-0.0489588665', '0.1960192696', '0.9957619344', '0.0730469642', '0.0354051688', '-0.0432294461', '-0.8410600686', '1.1583113317', '-1.5787845457', '0.0976004850', '0.4081300820', '-1.9702500094', '-0.2976132813', '0.9728895478', '-2.5018612338', '0.5190751706', '0.9683816900', '-1.5768690367']
['5.6782115678', '-0.0493698089', '0.1935618815', '0.9956814558', '0.0747385680', '0.0303547220', '-0.0459475341', '-0.8469804730', '1.1218904561', '-1.7232297842', '0.1000275343', '0.4458051747', '-1.9624143466', '-0.3422356503', '0.9904001452', '-2.5362969196', '0.5826832027', '0.9183469855', '-1.6619330821']
['5.6810394565', '-0.0497717797', '0.1909666275', '0.9955663444', '0.0766526411', '0.0241756408', '-0.0488627155', '-0.8472167128', '1.0685070571', '-1.8691826134', '0.1035083428', '0.4814155362', '-1.9620109386', '-0.3913956670', '1.0093517056', '-2.5710421959', '0.6514793247', '0.8584233962', '-1.7461346350']
['5.6838926196', '-0.0501638404', '0.1882262206', '0.9953554570', '0.0792393297', '0.0169854158', '-0.0519628570', '-0.8446264116', '0.9976155901', '-2.0122129166', '0.1063059050', '0.5168024851', '-1.9646019188', '-0.4441448805', '1.0290429293', '-2.6052102747', '0.7231388407', '0.7890926089', '-1.8268995076']
['5.6868046419', '-0.0505481075', '0.1853502960', '0.9950044509', '0.0826844312', '0.0088940000', '-0.0552297408', '-0.8408011405', '0.9101934265', '-2.1488875182', '0.1076023095', '0.5527160394', '-1.9677355113', '-0.4989949385', '1.0488545905', '-2.6380490056', '0.7957273809', '0.7116107695', '-1.9024349303']
['5.6898056953', '-0.0509226686', '0.1823634544', '0.9944752425', '0.0870745068', '-0.0000017562', '-0.0586261236', '-0.8366182966', '0.8087256369', '-2.2766569004', '0.1069427906', '0.5893682879', '-1.9700719219', '-0.5542658789', '1.0682965892', '-2.6689730901', '0.8674083732', '0.6278232379', '-1.9716932121']
['5.6929099228', '-0.0513750327', '0.1795918760', '0.9933980706', '0.0961376458', '-0.0089770389', '-0.0619454534', '-0.8327295212', '0.6975597035', '-2.3955416971', '0.0972157348', '0.6250630805', '-1.9692157593', '-0.6105792094', '1.0866795843', '-2.6980732869', '0.8985914837', '0.5407236092', '-2.0380435215']
['5.6961161628', '-0.0518831928', '0.1769052588', '0.9919099780', '0.1073924045', '-0.0182121414', '-0.0651903743', '-0.8291392654', '0.5805464707', '-2.5031844910', '0.0831561807', '0.6603205021', '-1.9658856904', '-0.6655002026', '1.1026446411', '-2.7126043375', '0.9079432921', '0.4526896517', '-2.1006036799']
['5.6994294632', '-0.0524399960', '0.1742158383', '0.9900773539', '0.1195633256', '-0.0278419144', '-0.0683832750', '-0.8258961023', '0.4622998092', '-2.5985777218', '0.0672206479', '0.6954062940', '-1.9604109249', '-0.7156094959', '1.1170898970', '-2.7189950519', '0.9060164883', '0.3659407949', '-2.1582969660']
['5.7028496925', '-0.0530412761', '0.1714774347', '0.9879376642', '0.1319740525', '-0.0379366590', '-0.0715739553', '-0.8230162127', '0.3473118235', '-2.6815346143', '0.0507369347', '0.7303754458', '-1.9529238105', '-0.7590378523', '1.1303866789', '-2.7209262884', '0.8987063382', '0.2826706329', '-2.2104564847']
['5.7063723590', '-0.0536871325', '0.1686654643', '0.9855063344', '0.1443105278', '-0.0485332823', '-0.0748081340', '-0.8204847856', '0.2394838077', '-2.7523474559', '0.0343389484', '0.7651670088', '-1.9434610126', '-0.7949203038', '1.1426592171', '-2.7205139867', '0.8892425379', '0.2048994728', '-2.2568007874']
['5.7099294056', '-0.0543513811', '0.1657932860', '0.9828057108', '0.1562514188', '-0.0597794783', '-0.0781334945', '-0.8183049014', '0.1395510388', '-2.7842175949', '0.0185939561', '0.7997043959', '-1.9317618535', '-0.8228857973', '1.1538889401', '-2.7189546070', '0.8793574536', '0.1342285156', '-2.2973137543']
['5.7135381145', '-0.0550560493', '0.1628644952', '0.9798718043', '0.1676431917', '-0.0712947899', '-0.0816336966', '-0.8163613046', '0.0517390601', '-2.7946788910', '0.0044423557', '0.8336462032', '-1.9185277106', '-0.8351007875', '1.1644706542', '-2.7169823678', '0.8698976476', '0.0720882427', '-2.3322687885']
['5.7172185171', '-0.0558182907', '0.1598235649', '0.9766209850', '0.1789438231', '-0.0832270148', '-0.0852280698', '-0.8146615834', '-0.0217467849', '-2.7938224893', '-0.0086643539', '0.8666906988', '-1.9034158676', '-0.8388852691', '1.1739613894', '-2.7148802419', '0.8612431005', '0.0194880075', '-2.3618096075']
['5.7209795294', '-0.0566468788', '0.1566482652', '0.9730014900', '0.1903361965', '-0.0956538337', '-0.0888289186', '-0.8132038591', '-0.0800844288', '-2.7873905768', '-0.0209051681', '0.8984830866', '-1.8862017067', '-0.8383325057', '1.1821083550', '-2.7128148827', '0.8535378297', '-0.0230216696', '-2.3862055023']
['5.7248280855', '-0.0575110787', '0.1532861145', '0.9690728645', '0.2015865624', '-0.1083364393', '-0.0923247374', '-0.8119756997', '-0.1234386947', '-2.7786000209', '-0.0321320952', '0.9288734949', '-1.8551329098', '-0.8339788481', '1.1886991987', '-2.7108844252', '0.8468104791', '-0.0554841706', '-2.4058902346']
['5.7283380833', '-0.0584483054', '0.1499214135', '0.9653216537', '0.2111552831', '-0.1201727825', '-0.0955303814', '-0.8001763141', '-0.1707779600', '-2.7258368895', '-0.0276833488', '0.9443708741', '-1.8264287934', '-0.8079121575', '1.2045033249', '-2.6870224710', '0.8269423649', '-0.0928130941', '-2.3904317654']
['5.7315664561', '-0.0594636177', '0.1464924145', '0.9617608091', '0.2192877475', '-0.1312628984', '-0.0984839145', '-0.7791039761', '-0.2194573162', '-2.6372929137', '-0.0108040706', '0.9458554262', '-1.7988383331', '-0.7644366113', '1.2278907062', '-2.6443101599', '0.7948523194', '-0.1319667616', '-2.3458027434']
['5.7346393022', '-0.0609612175', '0.1432097685', '0.9596833575', '0.2228787984', '-0.1392487491', '-0.0997129901', '-0.7470152467', '-0.2663996344', '-2.5224997315', '0.0222325002', '0.9326559483', '-1.7747688602', '-0.7350257966', '1.2834390966', '-2.5827258387', '0.7523993748', '-0.1728782740', '-2.2780966543']
['5.7376703388', '-0.0627163896', '0.1401401317', '0.9588664024', '0.2223236341', '-0.1451149946', '-0.1004443253', '-0.7052907723', '-0.3110032916', '-2.3881630873', '0.0675211874', '0.9083310672', '-1.7538556775', '-0.7206596014', '1.3338672311', '-2.5725964321', '0.7029744886', '-0.2124720129', '-2.1933875444']
['5.7405604031', '-0.0645906415', '0.1371555793', '0.9588748049', '0.2188786712', '-0.1496326685', '-0.1012980772', '-0.6575120298', '-0.3534515612', '-2.2403831607', '0.1206646947', '0.8752045352', '-1.7359684214', '-0.7111662318', '1.3796880967', '-2.5890610383', '0.6477835610', '-0.2491466573', '-2.0966368074']
['5.7432217171', '-0.0664693271', '0.1344533522', '0.9598870392', '0.2110040384', '-0.1534203081', '-0.1027442303', '-0.6256174639', '-0.3884634197', '-2.0837526864', '0.1808437887', '0.8356396005', '-1.7212566506', '-0.6971182405', '1.4224532258', '-2.6168921266', '0.5912520288', '-0.2821351859', '-1.9925233558']
['5.7458144688', '-0.0683439348', '0.1318511226', '0.9613792580', '0.2011248713', '-0.1561434714', '-0.1044888741', '-0.5902570740', '-0.4216155826', '-1.9256917212', '0.2436307040', '0.7908424164', '-1.7103422622', '-0.6802377665', '1.4632291767', '-2.6488285383', '0.5310452864', '-0.3103914082', '-1.8854768589']
['5.7483774051', '-0.0701717395', '0.1293434821', '0.9632102084', '0.1895632061', '-0.1578988990', '-0.1065824702', '-0.5529751437', '-0.4520699332', '-1.7712461121', '0.3071945181', '0.7423950251', '-1.7034020106', '-0.6599761306', '1.5021895936', '-2.6805121279', '0.4686445611', '-0.3332111923', '-1.7791297380']
['5.7509468608', '-0.0719153740', '0.1269196035', '0.9652546193', '0.1765866778', '-0.1587753708', '-0.1090460766', '-0.5150747316', '-0.4788185017', '-1.6247958515', '0.3700912319', '0.6916242574', '-1.7001146350', '-0.6366342434', '1.5393205951', '-2.7096570190', '0.4056051065', '-0.3499940846', '-1.6764548294']
['5.7536078650', '-0.0732491513', '0.1248265354', '0.9677249919', '0.1610360872', '-0.1579922247', '-0.1123128467', '-0.4759088766', '-0.5012956243', '-1.4899945395', '0.4230832462', '0.6239239011', '-1.6972179686', '-0.6185175991', '1.5665445229', '-2.7266856964', '0.3549425684', '-0.3698118907', '-1.6136245231']
['5.7563733666', '-0.0742836251', '0.1229435835', '0.9703697214', '0.1435753690', '-0.1557871156', '-0.1161855919', '-0.4373452636', '-0.5185669431', '-1.3697607384', '0.4700180477', '0.5491778413', '-1.6966086503', '-0.6012340913', '1.5873736972', '-2.7354382016', '0.3099718444', '-0.3885682950', '-1.5719391344']
['5.7590052497', '-0.0751393676', '0.1215064152', '0.9725756416', '0.1295914971', '-0.1516463655', '-0.1196078804', '-0.4088132150', '-0.5326142002', '-1.2669266478', '0.5083172901', '0.4745631124', '-1.6995512728', '-0.5857052559', '1.6014471920', '-2.7388563733', '0.3084016753', '-0.3975929061', '-1.5272663594']
['5.7615912482', '-0.0758993464', '0.1203971236', '0.9745082837', '0.1180843428', '-0.1460978502', '-0.1226585142', '-0.3876399896', '-0.5417989050', '-1.1823433526', '0.5391942588', '0.4032433170', '-1.7064955941', '-0.5693750643', '1.6113398084', '-2.7387708708', '0.3265231928', '-0.4029351040', '-1.4803813461']
