['-0.0000520622', '-0.0000192643', '0.3073238706', '0.9999999811', '-0.0001267419', '0.0001476147', '0.0000000719', '-0.0010795159', '0.0244449763', '-0.0567544417', '0.0017296087', '0.0244450237', '-0.0567545404', '-0.0007834898', '0.0244449105', '-0.0567560284', '0.0014337988', '0.0244449583', '-0.0567561277']
['9.1067614395', '-0.7362969160', '0.1761383674', '0.9825764698', '0.0007223562', '-0.0503870836', '-0.1788969002', '-0.3662569816', '0.1514895224', '-1.5414539358', '0.2772039439', '-0.0911319018', '-1.4527395048', '-0.2021742192', '1.8242491784', '-2.1032597218', '0.5014900924', '0.2687440817', '-1.6667459772']
['9.1119148355', '-0.7374315918', '0.1770340006', '0.9825822656', '-0.0022864790', '-0.0497077091', '-0.1790419139', '-0.3625494592', '0.1759262655', '-1.5582518521', '0.2826291215', '-0.0920742948', '-1.4463610743', '-0.2048443510', '1.8230211332', '-2.0751856457', '0.5090804051', '0.3027657547', '-1.6948386404']
['9.1170995504', '-0.7385556723', '0.1778083259', '0.9825657801', '-0.0052643224', '-0.0489329103', '-0.1792828630', '-0.3575658665', '0.2025009945', '-1.5664319252', '0.2885192539', '-0.0943056747', '-1.4412868981', '-0.2072509521', '1.8222862211', '-2.0486543744', '0.5129622479', '0.3408966069', '-1.7108020525']
['9.1222720781', '-0.7396781678', '0.1785139155', '0.9825438481', '-0.0080438656', '-0.0483997174', '-0.1794445602', '-0.3540133113', '0.2279277936', '-1.5785601212', '0.2936536682', '-0.0974973724', '-1.4372144771', '-0.2095937941', '1.8188073198', '-2.0204618037', '0.5175550341', '0.3741670211', '-1.7305973020']
['9.1274269122', '-0.7407727338', '0.1791797909', '0.9825101233', '-0.0106757189', '-0.0479023299', '-0.1796253139', '-0.3513360758', '0.2524054425', '-1.5924274612', '0.2983930045', '-0.1016980873', '-1.4342827806', '-0.2112787938', '1.8171438685', '-1.9944388328', '0.5218337769', '0.4040733852', '-1.7512814582']
['9.1325507743', '-0.7418432323', '0.1797982770', '0.9824742176', '-0.0131074062', '-0.0474477999', '-0.1797812948', '-0.3495054521', '0.2762592847', '-1.6067482626', '0.3026046058', '-0.1068460405', '-1.4324573328', '-0.2124495729', '1.8163386094', '-1.9696696339', '0.5256637827', '0.4320811034', '-1.7718593321']
['9.1376346838', '-0.7429049688', '0.1803516231', '0.9824486789', '-0.0152758557', '-0.0471169291', '-0.1798366941', '-0.3486192066', '0.2998312024', '-1.6208017508', '0.3060622777', '-0.1128196642', '-1.4315586242', '-0.2133064053', '1.8131704382', '-1.9453798576', '0.5289935998', '0.4589248709', '-1.7918016201']
['9.1426607634', '-0.7439488119', '0.1808609980', '0.9824317638', '-0.0173127425', '-0.0467754643', '-0.1798336855', '-0.3482540356', '0.3228333062', '-1.6342126162', '0.3091698636', '-0.1197286164', '-1.4311565443', '-0.2143657214', '1.8116466930', '-1.9224936631', '0.5320152509', '0.4848118118', '-1.8107526242']
['9.1476223664', '-0.7449798801', '0.1813252570', '0.9824290633', '-0.0192123978', '-0.0464378895', '-0.1797429882', '-0.3485266289', '0.3450619374', '-1.6466230225', '0.3118737139', '-0.1274479565', '-1.4311188078', '-0.2157240798', '1.8109060211', '-1.9010405205', '0.5347659028', '0.5098716172', '-1.8285526176']
['9.1525225755', '-0.7460004344', '0.1817389267', '0.9824432430', '-0.0208883423', '-0.0461609075', '-0.1795497758', '-0.3496975276', '0.3664017807', '-1.6578511817', '0.3139730053', '-0.1357363313', '-1.4314405671', '-0.2163849276', '1.8081803915', '-1.8816708123', '0.5372110934', '0.5341822408', '-1.8451206976']
['9.1573580424', '-0.7470103898', '0.1821020675', '0.9824760923', '-0.0223099791', '-0.0459530230', '-0.1792520922', '-0.3518801099', '0.3866945908', '-1.6678097494', '0.3154395797', '-0.1444203257', '-1.4321205004', '-0.2166931847', '1.8037756723', '-1.8647155489', '0.5394761755', '0.5576511181', '-1.8603192722']
['9.1621263033', '-0.7480504950', '0.1823833659', '0.9825474155', '-0.0233295440', '-0.0455509378', '-0.1788335000', '-0.3530045252', '0.4055681846', '-1.6664210503', '0.3166898552', '-0.1537102491', '-1.4333458711', '-0.2189258622', '1.8017007104', '-1.8489117450', '0.5412740058', '0.5798838288', '-1.8738313575']
['9.1668571401', '-0.7490456554', '0.1825803715', '0.9825952460', '-0.0247433019', '-0.0452721444', '-0.1784510703', '-0.3550758227', '0.4237406833', '-1.6698396362', '0.3183453087', '-0.1627617032', '-1.4349368096', '-0.2199826128', '1.7982672863', '-1.8359814590', '0.5406022092', '0.6024404754', '-1.8715433372']
['9.1714813137', '-0.7500384242', '0.1827680470', '0.9826840342', '-0.0260602770', '-0.0448811488', '-0.1778725200', '-0.3587301157', '0.4408036950', '-1.6753792900', '0.3196650302', '-0.1721420215', '-1.4368407371', '-0.2224766197', '1.7969653338', '-1.8241345149', '0.5420140978', '0.6237323938', '-1.8766961936']
['9.1761039983', '-0.7510591486', '0.1829401357', '0.9827759150', '-0.0276411603', '-0.0446145306', '-0.1771920170', '-0.3610234488', '0.4606362544', '-1.6830680215', '0.3203049660', '-0.1839405727', '-1.4377858021', '-0.2236502692', '1.7925900990', '-1.8102352663', '0.5452527484', '0.6456465962', '-1.8863386216']
['9.1807267719', '-0.7521116723', '0.1830852184', '0.9828662480', '-0.0294726130', '-0.0444610385', '-0.1764327626', '-0.3623222537', '0.4819389766', '-1.6914095788', '0.3205992852', '-0.1976467476', '-1.4382494972', '-0.2236127212', '1.7856504599', '-1.7951503930', '0.5498134332', '0.6679756044', '-1.8980410468']
['9.1853421006', '-0.7531750373', '0.1832293868', '0.9829502473', '-0.0315456043', '-0.0442046364', '-0.1756691104', '-0.3628133410', '0.5036152910', '-1.6997891072', '0.3207457590', '-0.2131122763', '-1.4384957503', '-0.2233659397', '1.7829306560', '-1.7794981730', '0.5551766618', '0.6902654067', '-1.9102449361']
['9.1899504907', '-0.7542533876', '0.1833664240', '0.9830290561', '-0.0338090910', '-0.0438745763', '-0.1748880836', '-0.3627045165', '0.5253813529', '-1.7078122962', '0.3208076603', '-0.2298943942', '-1.4386441318', '-0.2227224948', '1.7822256357', '-1.7636937804', '0.5611238092', '0.7124179603', '-1.9222312020']
['9.1945500041', '-0.7553491109', '0.1834939813', '0.9831045006', '-0.0362171063', '-0.0434852740', '-0.1740772619', '-0.3621532764', '0.5470868679', '-1.7152943282', '0.3208201730', '-0.2476048431', '-1.4387611832', '-0.2217187291', '1.7823441579', '-1.7480586125', '0.5675000198', '0.7343363401', '-1.9336020849']
['9.1991420319', '-0.7564701719', '0.1835993892', '0.9831820085', '-0.0386477307', '-0.0431579123', '-0.1731960901', '-0.3614687425', '0.5688391432', '-1.7220856740', '0.3204573022', '-0.2657424396', '-1.4389378710', '-0.2198840521', '1.7799661544', '-1.7333405779', '0.5741152643', '0.7560764723', '-1.9442275714']
['9.2037289404', '-0.7576351899', '0.1836481092', '0.9832850176', '-0.0406306797', '-0.0428102647', '-0.1722411193', '-0.3574606576', '0.5924790275', '-1.7184464523', '0.3194575344', '-0.2841220043', '-1.4393668183', '-0.2177886154', '1.7753760484', '-1.7200145881', '0.5799982146', '0.7773245371', '-1.9537309629']
['9.2082998069', '-0.7588218408', '0.1836865377', '0.9833835962', '-0.0427318778', '-0.0425361909', '-0.1712348147', '-0.3555640232', '0.6152799847', '-1.7202300246', '0.3183404623', '-0.3022102688', '-1.4400475469', '-0.2148035834', '1.7689913254', '-1.7083034909', '0.5862897888', '0.7983927251', '-1.9624474738']
['9.2128418091', '-0.7600231909', '0.1837322782', '0.9834838367', '-0.0449694834', '-0.0421444161', '-0.1701797191', '-0.3546111843', '0.6374542999', '-1.7246800718', '0.3174517097', '-0.3200215305', '-1.4411329149', '-0.2130134242', '1.7669509812', '-1.6969180476', '0.5929112937', '0.8188341401', '-1.9700837410']
['9.2173566867', '-0.7612399791', '0.1837841577', '0.9835894780', '-0.0472540698', '-0.0416613599', '-0.1690654391', '-0.3541472284', '0.6592091851', '-1.7301798892', '0.3166673025', '-0.3372702857', '-1.4426351121', '-0.2119279297', '1.7669393303', '-1.6863291737', '0.5997030140', '0.8386286536', '-1.9766277715']
['9.2218509417', '-0.7624748870', '0.1838350674', '0.9837009609', '-0.0494771902', '-0.0412030826', '-0.1678890502', '-0.3540152919', '0.6807313017', '-1.7357711618', '0.3157319925', '-0.3535581838', '-1.4444936983', '-0.2100901981', '1.7649042136', '-1.6778828031', '0.6065056207', '0.8579727963', '-1.9822217932']
['9.2263232361', '-0.7637270441', '0.1838867754', '0.9838218237', '-0.0515924989', '-0.0407679592', '-0.1666457525', '-0.3541418632', '0.7020107686', '-1.7409911856', '0.3146564452', '-0.3687156753', '-1.4466811685', '-0.2076285819', '1.7610531610', '-1.6715862751', '0.6132172748', '0.8768110944', '-1.9868590042']
['9.2307975703', '-0.7649660057', '0.1838798477', '0.9839048885', '-0.0540918690', '-0.0404303705', '-0.1654407000', '-0.3534257590', '0.7230406521', '-1.7453070030', '0.3141421903', '-0.3824119977', '-1.4492141482', '-0.2043921860', '1.7557355128', '-1.6673742851', '0.6155160370', '0.8957481742', '-1.9738960195']
['9.2352274940', '-0.7662239480', '0.1839020050', '0.9840206319', '-0.0564107859', '-0.0399184710', '-0.1640967243', '-0.3530839570', '0.7436073380', '-1.7490865790', '0.3136357863', '-0.3951413494', '-1.4520165385', '-0.2030832388', '1.7544711403', '-1.6627930642', '0.6208881097', '0.9137429847', '-1.9695547777']
['9.2396301541', '-0.7674940322', '0.1839393920', '0.9841624567', '-0.0584292603', '-0.0393961551', '-0.1626598393', '-0.3532780887', '0.7638548354', '-1.7522213902', '0.3128566028', '-0.4064815955', '-1.4549604467', '-0.2013389203', '1.7514084861', '-1.6602654586', '0.6275105156', '0.9312619825', '-1.9693676830']
['9.2440075171', '-0.7687743326', '0.1839909266', '0.9843295045', '-0.0601768200', '-0.0388596300', '-0.1611338144', '-0.3539428983', '0.7837764370', '-1.7546928472', '0.3119340382', '-0.4163684155', '-1.4579754419', '-0.1992019920', '1.7465818766', '-1.6590928298', '0.6345594046', '0.9482010990', '-1.9707511851']
['9.2483601124', '-0.7700634524', '0.1840560132', '0.9845221773', '-0.0616622277', '-0.0383070316', '-0.1595193509', '-0.3550652375', '0.8033672144', '-1.7565094810', '0.3109488763', '-0.4247701242', '-1.4609819499', '-0.1967122210', '1.7401625363', '-1.6590739974', '0.6415603408', '0.9644346770', '-1.9723139412']
['9.2526697368', '-0.7713632790', '0.1841476357', '0.9847373222', '-0.0631301651', '-0.0375380753', '-0.1577906252', '-0.3561851353', '0.8224047621', '-1.7577414406', '0.3104702967', '-0.4320358904', '-1.4639867007', '-0.1962418967', '1.7383051993', '-1.6582258022', '0.6487144760', '0.9793833398', '-1.9730778862']
['9.2569625311', '-0.7726961718', '0.1841999604', '0.9850138425', '-0.0638157762', '-0.0366480441', '-0.1559878127', '-0.3545859448', '0.8390464542', '-1.7469831458', '0.3097428755', '-0.4379869677', '-1.4669144367', '-0.1959300692', '1.7346758352', '-1.6585594140', '0.6542714212', '0.9931930848', '-1.9727004869']
['9.2612315976', '-0.7740224372', '0.1842772737', '0.9853014171', '-0.0644415030', '-0.0357199117', '-0.1541184548', '-0.3555403847', '0.8567000168', '-1.7426599302', '0.3092960603', '-0.4424607690', '-1.4696038994', '-0.1948125604', '1.7294531981', '-1.6598473133', '0.6596383631', '1.0061788080', '-1.9713932554']
['9.2655009497', '-0.7753449501', '0.1844060629', '0.9855958365', '-0.0649429830', '-0.0349206243', '-0.1521966035', '-0.3578428249', '0.8749741916', '-1.7410373525', '0.3070154088', '-0.4460130693', '-1.4724869851', '-0.1936851406', '1.7234917074', '-1.6642565983', '0.6646199268', '1.0188673381', '-1.9692512085']
['9.2697727885', '-0.7766653502', '0.1845820432', '0.9858988706', '-0.0653101373', '-0.0342273224', '-0.1502214807', '-0.3608734783', '0.8934572589', '-1.7403108683', '0.3031801166', '-0.4486938686', '-1.4754311333', '-0.1925542088', '1.7167768442', '-1.6712045255', '0.6692020431', '1.0311356238', '-1.9662256124']
['9.2740481680', '-0.7779877106', '0.1847976665', '0.9862114522', '-0.0655303012', '-0.0336080756', '-0.1482000284', '-0.3642963801', '0.9119035751', '-1.7396147665', '0.2981102938', '-0.4505672992', '-1.4783242481', '-0.1914212264', '1.7092949283', '-1.6801319788', '0.6733724936', '1.0429011668', '-1.9622999189']
['9.2783041894', '-0.7793246327', '0.1850592771', '0.9865282190', '-0.0659306560', '-0.0328418277', '-0.1460706543', '-0.3672905432', '0.9299698480', '-1.7384551452', '0.2927466174', '-0.4520911993', '-1.4811336457', '-0.1938247201', '1.7072905003', '-1.6871594482', '0.6778999924', '1.0535093901', '-1.9571660982']
['9.2825672187', '-0.7806588675', '0.1853633800', '0.9868480399', '-0.0662827708', '-0.0320606897', '-0.1439084872', '-0.3702059260', '0.9476272638', '-1.7365440230', '0.2868021980', '-0.4529533714', '-1.4837387694', '-0.1951539073', '1.7041334256', '-1.6955992515', '0.6821916305', '1.0634778771', '-1.9511387516']
['9.2868387947', '-0.7819897847', '0.1857045700', '0.9871720625', '-0.0665714029', '-0.0312563293', '-0.1417131227', '-0.3730432498', '0.9648279452', '-1.7337966708', '0.2804485855', '-0.4533629731', '-1.4859952158', '-0.1957817108', '1.6997949504', '-1.7049970453', '0.6862217933', '1.0727935713', '-1.9442575354']
['9.2911204419', '-0.7833165675', '0.1860779274', '0.9875006122', '-0.0667934825', '-0.0304177305', '-0.1394845267', '-0.3758018279', '0.9815456719', '-1.7302010470', '0.2738620332', '-0.4535355810', '-1.4877923214', '-0.1959366887', '1.6942979907', '-1.7149540561', '0.6899901329', '1.0814451269', '-1.9365601781']
['9.2954145303', '-0.7846386942', '0.1864801748', '0.9878324181', '-0.0669612066', '-0.0295358925', '-0.1372258778', '-0.3784541146', '0.9977650880', '-1.7257681341', '0.2672451342', '-0.4534760458', '-1.4891363607', '-0.1956264332', '1.6877343875', '-1.7251345985', '0.6935261600', '1.0894421403', '-1.9280885993']
['9.2997234312', '-0.7859556322', '0.1869077709', '0.9881663129', '-0.0670835569', '-0.0286039282', '-0.1349405417', '-0.3809857906', '1.0134819323', '-1.7205293979', '0.2607722367', '-0.4531904553', '-1.4900458554', '-0.1948713886', '1.6802238924', '-1.7352535020', '0.6968523101', '1.0967990175', '-1.9188833239']
['9.3040472507', '-0.7872545996', '0.1873085679', '0.9884510646', '-0.0678260204', '-0.0276759118', '-0.1326580857', '-0.3820807919', '1.0286241635', '-1.7141081242', '0.2554968491', '-0.4526429141', '-1.4905698188', '-0.1931560504', '1.6720237484', '-1.7450430182', '0.6934163482', '1.1039942338', '-1.8941221567']
['9.3083910868', '-0.7885684480', '0.1876773916', '0.9887951064', '-0.0676910881', '-0.0266427522', '-0.1303545852', '-0.3785361765', '1.0395624436', '-1.6946319359', '0.2497220880', '-0.4519988026', '-1.4908476226', '-0.1922500966', '1.6632387602', '-1.7544967874', '0.6927978703', '1.1107171651', '-1.8772547964']
['9.3127585868', '-0.7898694925', '0.1880726837', '0.9891323400', '-0.0675970991', '-0.0255368178', '-0.1280457621', '-0.3783845370', '1.0524840154', '-1.6821541422', '0.2444937726', '-0.4511110207', '-1.4909933508', '-0.1908018452', '1.6539121993', '-1.7632791948', '0.6946300000', '1.1173241867', '-1.8644134817']
['9.3171513998', '-0.7911591500', '0.1884842141', '0.9894649991', '-0.0675122250', '-0.0243554834', '-0.1257295727', '-0.3799039478', '1.0663554798', '-1.6731023445', '0.2398512553', '-0.4500112582', '-1.4910686601', '-0.1889317427', '1.6442429560', '-1.7713017778', '0.6975929750', '1.1236410999', '-1.8532886481']
['9.3215712146', '-0.7924380426', '0.1889041926', '0.9897932377', '-0.0674254838', '-0.0230963093', '-0.1234087166', '-0.3821742794', '1.0805191251', '-1.6654948819', '0.2358409198', '-0.4487339834', '-1.4911057865', '-0.1867251272', '1.6344194876', '-1.7785070960', '0.7009889697', '1.1295281790', '-1.8426534672']
['9.3260197386', '-0.7937061216', '0.1893263297', '0.9901165713', '-0.0673317073', '-0.0217576608', '-0.1210876569', '-0.3847151266', '1.0945763215', '-1.6582558607', '0.2324935912', '-0.4473153536', '-1.4911215993', '-0.1842560482', '1.6246214387', '-1.7848665117', '0.7044487275', '1.1348990904', '-1.8318750855']
['9.3304986619', '-0.7949628317', '0.1897452365', '0.9904342357', '-0.0672284697', '-0.0203383771', '-0.1187716635', '-0.3872813471', '1.1082961761', '-1.6508203093', '0.2298231488', '-0.4457927123', '-1.4911250248', '-0.1815922951', '1.6150170226', '-1.7903762181', '0.7077808921', '1.1397149171', '-1.8206458661']
['9.3350096247', '-0.7962072593', '0.1901560403', '0.9907453380', '-0.0671146282', '-0.0188375228', '-0.1164665175', '-0.3897533559', '1.1215521939', '-1.6429088039', '0.2278277876', '-0.4442038202', '-1.4911209051', '-0.1787976790', '1.6057601834', '-1.7950531137', '0.7108894494', '1.1439717502', '-1.8088346364']
['9.3395541907', '-0.7974382444', '0.1905541469', '0.9910489323', '-0.0669894671', '-0.0172542223', '-0.1141784435', '-0.3920786415', '1.1342808324', '-1.6343995915', '0.2264919054', '-0.4425860361', '-1.4911119948', '-0.1759330980', '1.5969881131', '-1.7989307327', '0.7137282017', '1.1476890819', '-1.7964044517']
['9.3441338221', '-0.7986545324', '0.1909350844', '0.9913446780', '-0.0668431219', '-0.0155884914', '-0.1119139195', '-0.3942598593', '1.1464588493', '-1.6252615729', '0.2257745966', '-0.4409737038', '-1.4910998626', '-0.1730698230', '1.5888223548', '-1.8020569220', '0.7162556099', '1.1508983727', '-1.7833637101']
['9.3487498637', '-0.7998542997', '0.1912955008', '0.9916334593', '-0.0666506548', '-0.0138459271', '-0.1096770848', '-0.3963508697', '1.1580869540', '-1.6154984461', '0.2254306519', '-0.4394117809', '-1.4910864717', '-0.1702980774', '1.5813766933', '-1.8044899626', '0.7184120425', '1.1536349336', '-1.7697388338']
['9.3533851574', '-0.8010281024', '0.1917274548', '0.9919464588', '-0.0660346636', '-0.0120452461', '-0.1074083704', '-0.3992544764', '1.1687077129', '-1.6045309091', '0.2234674427', '-0.4333799120', '-1.4912616948', '-0.1674259481', '1.5732166685', '-1.8137069179', '0.7193053149', '1.1551019454', '-1.7547582431']
['9.3580462904', '-0.8021734664', '0.1922208275', '0.9922753663', '-0.0650769075', '-0.0101795225', '-0.1051235983', '-0.4027079928', '1.1784508422', '-1.5925181769', '0.2201846018', '-0.4233595789', '-1.4913807756', '-0.1645056999', '1.5642119481', '-1.8283931559', '0.7190617775', '1.1555577768', '-1.7386610331']
['9.3627221626', '-0.8033250142', '0.1926976414', '0.9926552578', '-0.0631546472', '-0.0081939606', '-0.1028585861', '-0.4017042123', '1.1804502356', '-1.5678758248', '0.2152956652', '-0.4099293922', '-1.4914417424', '-0.1626197842', '1.5543929083', '-1.8474856564', '0.7163870385', '1.1548537588', '-1.7213580723']
['9.3674371949', '-0.8044421331', '0.1932298161', '0.9930217184', '-0.0612673976', '-0.0060866482', '-0.1005839223', '-0.4040541376', '1.1859562852', '-1.5495274407', '0.2099562540', '-0.3935103261', '-1.4914442750', '-0.1602037288', '1.5434614281', '-1.8694913751', '0.7133828586', '1.1533419935', '-1.7031924240']
['9.3721838449', '-0.8055231042', '0.1937679821', '0.9933380319', '-0.0600134830', '-0.0039266579', '-0.0982981063', '-0.4067626259', '1.1929543411', '-1.5337705937', '0.2050974877', '-0.3745911332', '-1.4912616316', '-0.1568629622', '1.5315555883', '-1.8933101858', '0.7030775273', '1.1497265742', '-1.6739668749']
